Age,Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome,BikeBuyer
54,3,3,1,2,1,0,3,3,22793,1
54,3,3,1,3,1,0,3,3,16641,1
54,4,3,1,2,0,0,1,1,16247,0
54,4,3,1,3,1,0,1,1,17363,0
54,4,3,1,2,0,1,1,1,37717,0
54,1,1,0,3,1,0,1,1,45250,0
55,5,3,1,2,1,1,3,3,33568,1
55,5,3,1,2,1,1,3,3,13897,1
55,1,1,1,2,0,0,1,1,57055,1
56,3,3,1,3,1,2,1,1,16354,1
56,3,3,0,2,1,0,2,2,23630,0
55,1,1,1,3,1,0,0,0,52930,1
57,5,3,0,3,1,2,3,5,18800,0
58,5,3,1,3,1,2,2,3,22767,0
58,1,5,0,3,1,2,1,1,50880,0
56,2,5,0,2,0,0,0,0,116294,1
60,4,1,1,2,1,1,0,1,44147,0
57,1,5,0,3,1,0,0,1,51411,0
57,1,5,0,3,1,0,0,1,60033,0
58,1,5,0,3,1,0,0,1,63531,0
59,1,5,0,3,1,0,0,1,65208,0
60,4,1,0,3,0,1,0,1,42618,0
60,1,5,1,3,1,1,0,1,73912,0
48,5,3,1,2,0,2,0,0,13389,0
47,1,5,0,3,1,0,1,1,46652,0
60,2,1,0,2,1,0,0,1,39535,0
67,1,1,1,2,0,0,0,1,30201,0
84,1,1,1,2,0,0,0,1,26227,0
61,2,1,0,2,1,0,0,3,42544,1
62,4,3,1,2,0,0,1,1,34878,1
62,2,1,0,2,0,0,0,3,62531,0
63,4,3,1,2,1,1,0,2,31664,0
63,2,1,1,3,1,0,0,3,76955,0
62,2,1,0,2,1,0,0,3,82893,1
63,1,1,1,3,0,0,0,0,54465,0
52,4,3,0,2,0,1,0,0,22795,0
52,2,1,0,3,0,0,0,0,75188,0
52,2,1,1,2,0,0,0,0,69128,0
53,4,3,0,2,0,1,0,0,24411,0
54,3,3,0,3,1,1,2,2,20722,0
70,4,3,1,2,0,2,0,3,15053,0
71,4,3,1,2,0,2,0,3,15884,0
69,3,3,0,2,1,2,1,2,24519,0
54,3,3,0,2,0,1,2,2,31757,1
54,4,3,1,2,0,0,1,1,25849,0
64,4,4,1,2,0,0,4,4,160455,1
64,4,4,0,3,1,2,3,3,134551,0
66,5,4,0,3,1,4,4,4,134496,1
66,4,4,1,3,1,4,3,3,164179,0
68,4,4,1,3,0,1,2,4,112925,0
78,1,2,1,2,0,3,4,4,170574,1
78,1,2,1,3,0,4,4,4,165502,1
77,1,2,0,3,1,4,4,4,139410,1
77,4,4,0,3,1,4,4,4,149067,1
76,1,2,1,2,0,4,4,4,164619,0
68,3,4,0,3,1,2,1,3,99042,0
70,4,4,0,2,0,4,5,5,141592,1
71,3,4,1,2,0,3,5,5,159337,1
72,3,2,1,3,1,3,5,5,139976,1
73,4,2,0,2,0,4,5,5,126143,1
73,3,2,1,2,0,4,5,5,160410,1
73,3,2,1,2,0,4,5,5,158881,1
74,3,2,1,2,0,4,5,5,161569,1
75,5,4,1,3,1,4,5,5,146872,1
75,5,4,0,3,0,4,5,5,129002,0
75,5,4,1,2,0,4,5,5,156762,1
48,4,1,0,3,0,1,0,0,32055,0
48,1,5,1,3,1,0,1,1,56620,0
50,5,3,0,2,0,2,0,0,17056,0
49,2,5,0,2,0,0,0,0,59451,0
50,5,3,1,3,1,2,0,0,22422,0
50,3,3,0,2,1,1,0,0,50335,0
50,4,1,0,3,1,0,2,2,46554,1
51,5,3,0,2,1,2,0,0,22469,0
51,4,1,0,3,1,2,2,2,47683,0
54,2,1,1,2,1,0,0,0,84481,0
78,1,2,0,3,1,3,4,4,140503,0
76,4,4,0,3,1,4,4,4,125569,0
76,1,2,0,3,1,3,4,4,139980,0
68,4,4,1,2,1,1,2,4,126814,1
68,3,4,0,3,1,4,4,4,125595,0
68,3,4,1,3,1,4,4,4,163402,0
68,3,4,1,2,0,0,5,5,160602,1
68,5,4,1,2,0,2,5,5,154435,1
70,1,2,0,2,0,2,5,5,149294,1
71,3,4,1,3,0,3,5,5,144366,0
71,1,2,0,3,1,3,5,5,150025,0
74,3,2,0,3,1,3,5,5,134632,1
74,3,2,0,3,1,4,5,5,145323,1
59,1,5,1,3,1,0,0,1,66237,1
49,5,3,1,2,1,2,0,0,26678,0
42,5,3,1,3,1,2,0,0,18668,0
42,5,3,1,2,1,2,0,0,23500,0
50,5,3,1,2,1,2,0,0,16431,0
50,4,1,1,3,1,0,2,2,57558,0
51,5,3,1,2,0,2,0,0,12929,0
51,4,1,0,2,1,2,2,2,44053,1
104,5,3,1,2,0,2,0,4,20502,0
54,2,1,0,3,1,0,0,0,67364,0
55,1,1,1,2,0,0,1,1,56260,1
56,3,3,0,3,1,0,2,2,24104,0
57,3,3,1,3,1,0,2,2,25039,1
57,3,3,1,3,1,1,2,2,20897,0
58,5,3,1,3,1,2,3,4,19078,0
89,1,5,0,3,1,1,0,1,57569,0
56,1,4,1,2,0,0,0,0,65858,1
56,2,5,1,2,0,0,0,0,134717,1
60,4,1,1,2,1,1,0,1,64718,1
57,1,5,0,3,1,0,0,1,48310,0
57,1,5,1,3,1,0,0,1,78890,0
58,1,5,1,3,1,0,0,1,62183,0
43,4,1,0,3,1,2,3,3,59215,1
43,4,1,0,2,1,2,3,3,47854,0
59,1,5,0,3,1,0,0,1,44385,0
44,4,1,1,3,1,3,4,4,53263,0
44,4,1,0,3,1,1,5,5,50053,0
45,4,1,1,2,0,1,0,0,53202,0
45,4,1,0,2,0,1,0,0,47548,0
46,3,3,1,2,0,1,0,0,21855,0
60,2,1,0,3,0,0,0,5,66632,0
86,2,1,1,2,0,0,0,1,43937,0
66,1,1,1,2,0,0,0,1,24108,0
67,4,3,0,2,0,0,0,2,24993,0
83,1,1,0,2,0,0,0,1,17886,0
81,1,1,1,3,1,0,0,1,57626,0
79,1,1,1,2,0,0,0,1,59048,0
79,1,1,0,3,1,0,0,1,54342,0
61,2,1,0,2,0,0,0,3,56650,1
61,2,1,0,3,1,0,0,3,64985,0
62,4,3,1,3,0,0,1,1,18374,0
63,2,1,0,3,1,0,0,3,43837,0
63,2,1,1,3,1,0,0,3,62228,0
53,3,3,0,2,0,0,2,2,12966,0
52,2,1,0,3,1,0,0,0,74919,0
53,3,3,1,2,1,1,2,2,24387,1
53,2,5,1,2,0,0,0,0,99620,0
70,4,3,0,2,0,1,0,2,18923,0
70,4,3,0,2,0,1,0,2,17038,0
71,4,3,0,2,0,1,0,2,13268,0
54,3,3,0,2,1,0,3,3,17419,0
54,4,3,1,2,0,0,1,1,19495,0
54,1,1,0,3,1,0,0,1,45327,0
54,1,1,1,3,1,0,0,1,52041,0
58,5,3,0,3,1,1,2,3,23403,0
58,3,3,1,3,1,2,2,2,27757,0
58,3,3,0,3,1,0,3,3,11134,0
59,3,3,0,2,0,2,3,3,18205,0
90,4,3,1,2,0,1,0,2,20066,0
56,1,4,1,2,0,0,0,0,61080,1
56,2,5,0,3,1,0,0,0,110393,0
57,1,5,0,3,1,0,0,1,46962,0
57,1,5,1,3,1,0,0,1,63055,1
58,1,5,1,3,1,0,0,1,66592,0
58,1,5,0,3,1,0,0,1,68100,0
59,1,5,0,3,1,0,0,1,51910,0
60,1,5,0,3,1,0,0,1,54195,0
60,1,5,0,3,1,0,0,1,51641,0
60,1,5,1,3,1,1,0,1,54844,1
45,4,1,0,2,1,1,0,0,55083,0
45,4,1,0,2,0,1,0,0,47266,0
46,4,1,1,2,0,1,0,0,42026,0
46,4,1,0,2,1,1,0,0,61952,0
49,5,3,0,3,1,2,0,0,20348,0
60,2,3,0,2,0,0,0,1,27536,0
61,1,3,0,2,0,0,0,1,12901,0
60,2,1,0,2,1,0,0,1,39163,0
61,2,1,1,3,1,0,0,1,52889,0
87,2,1,1,3,1,0,0,1,73472,0
66,4,3,1,2,1,0,0,2,11442,0
80,1,1,0,3,1,0,0,1,55380,0
79,1,1,0,3,1,0,0,1,46120,0
61,2,1,1,2,1,0,0,4,99522,1
61,2,1,0,3,1,0,0,4,66909,0
61,2,1,1,3,0,0,0,3,81658,1
62,4,3,0,2,1,0,1,1,10997,1
62,4,3,0,3,0,0,1,1,16268,0
64,1,1,1,2,0,0,0,1,63621,1
53,4,3,0,2,1,1,0,0,22969,0
53,4,3,1,2,0,1,0,0,29235,1
53,1,1,0,2,0,0,0,1,48771,0
53,2,1,1,2,1,0,0,0,82519,0
71,3,3,0,2,0,2,0,3,24779,0
54,3,3,1,3,1,0,3,3,19268,0
54,4,3,1,2,0,0,1,1,16368,0
54,1,1,0,3,1,0,0,1,41434,0
54,1,1,0,2,1,0,0,1,46388,0
66,4,4,1,3,1,3,4,4,165878,1
66,4,4,0,3,1,3,4,4,128790,1
66,3,4,1,3,1,3,4,4,158639,1
67,4,4,1,3,1,3,4,4,170336,1
78,1,2,1,2,0,3,4,4,159239,1
76,4,4,1,3,0,4,4,4,170365,1
76,4,4,1,2,0,4,4,4,156071,1
76,1,2,1,2,0,4,4,4,179151,1
70,3,4,1,3,1,3,5,5,170124,1
71,3,4,1,2,0,3,5,5,155370,1
71,3,4,0,2,0,3,5,5,144493,1
72,3,2,0,2,0,3,5,5,132786,1
73,4,2,1,3,1,4,5,5,180073,1
73,4,2,0,3,0,4,5,5,124952,1
49,5,3,1,2,1,2,0,0,14019,0
77,1,2,1,3,1,4,4,4,163032,0
64,4,4,1,3,1,2,4,4,151372,1
64,4,4,1,3,1,2,4,4,160167,1
64,4,4,1,2,0,3,3,3,158056,1
42,5,3,0,2,1,2,0,0,22230,0
48,1,5,0,3,1,0,1,1,50394,0
48,1,5,1,3,0,0,1,1,66462,0
50,5,3,0,3,1,2,0,0,15777,0
50,5,3,1,3,1,2,0,0,34265,0
50,5,3,1,2,0,2,0,0,22698,0
49,1,5,0,3,1,1,1,1,51824,0
49,1,5,1,3,1,1,1,1,72634,0
50,3,3,0,2,0,1,0,0,43487,1
52,2,5,1,3,1,0,0,0,65689,0
55,3,3,1,3,1,1,3,3,26926,1
55,1,1,1,3,1,0,1,1,67572,1
56,5,3,0,3,1,2,4,4,24497,1
94,3,3,0,2,0,2,0,4,11803,0
58,5,3,0,3,1,1,2,3,10404,0
64,4,4,0,2,0,2,4,4,125077,1
66,3,4,0,2,0,2,4,4,141118,1
66,4,4,1,2,0,4,3,3,156936,1
67,3,4,1,3,1,3,4,4,148950,0
77,4,4,1,2,0,4,4,4,152062,1
77,1,2,1,3,1,3,4,4,176600,0
69,4,4,0,3,1,2,2,4,108945,1
68,3,4,0,3,1,4,4,4,138932,1
69,1,2,0,3,1,3,5,5,141790,1
70,4,4,0,2,1,3,5,5,136843,1
71,3,4,0,2,0,3,5,5,136538,1
72,3,2,1,2,1,2,5,5,150672,1
74,3,2,0,3,1,4,5,5,137716,0
74,3,2,1,2,0,4,5,5,154783,1
54,2,1,1,2,1,0,0,0,89813,1
55,5,3,0,3,1,1,3,3,26665,1
56,5,3,0,2,1,1,4,4,18081,0
56,1,1,1,3,1,1,1,1,59372,0
56,1,5,1,3,1,2,1,1,64936,1
56,1,5,0,3,1,2,1,1,41627,0
57,3,3,1,2,0,0,2,2,11498,1
57,3,3,1,3,1,0,2,2,23473,1
58,5,3,0,3,1,1,2,5,21722,0
92,4,3,0,2,0,1,0,2,17736,0
58,3,3,1,3,1,2,2,2,28916,1
58,3,3,0,3,1,0,3,3,22332,0
59,3,3,1,2,0,2,3,3,31281,1
57,1,5,1,3,1,0,0,1,75062,1
58,1,5,0,3,1,0,0,1,56844,0
45,3,3,1,2,0,1,0,0,22110,0
43,4,1,0,3,1,2,3,3,30741,0
43,4,1,0,2,0,2,3,3,53248,1
59,1,5,0,3,1,0,0,1,60556,0
59,1,5,1,3,1,0,0,1,61890,0
59,1,5,0,3,1,0,0,1,45752,0
45,4,1,0,2,0,1,0,0,49393,0
45,4,1,1,3,0,1,0,0,59003,0
46,4,1,1,2,0,1,0,0,54723,0
46,4,1,0,2,0,1,0,0,56004,0
48,5,3,0,3,1,2,0,0,24294,0
48,5,3,1,2,1,2,0,0,19786,1
47,1,5,1,3,1,0,1,1,56530,0
47,1,5,1,3,0,0,1,1,50051,0
47,1,5,1,3,1,0,1,1,81523,1
49,2,3,0,2,0,0,0,0,39275,1
60,2,1,0,2,1,0,0,1,30429,1
60,2,1,0,3,1,0,0,1,48657,0
61,1,3,0,2,0,0,0,1,14154,0
61,2,1,1,3,1,0,0,1,53193,0
65,4,3,0,2,1,0,0,1,24850,0
66,4,3,1,3,1,0,0,2,24997,0
84,2,1,0,2,1,0,0,1,52307,0
84,2,1,0,2,0,0,0,1,78578,0
83,1,1,1,3,1,0,0,1,45747,0
82,1,1,0,2,1,0,0,1,27142,0
80,1,1,1,2,0,0,0,1,63138,0
79,1,1,1,2,1,0,0,1,69604,0
61,2,1,1,3,1,0,0,4,64085,0
61,2,1,0,2,1,0,0,3,50444,1
62,2,1,0,2,0,0,0,3,65193,0
63,4,3,0,2,0,1,0,2,15971,1
63,2,1,1,3,1,0,0,3,69224,1
64,1,1,0,2,1,0,0,1,48560,0
52,3,3,1,2,1,0,2,2,18594,1
52,4,3,0,2,0,1,0,0,33913,0
52,4,3,0,2,0,1,0,0,19848,0
52,2,1,1,3,1,0,0,0,84181,1
53,4,3,0,2,0,1,0,0,27121,1
53,2,5,0,3,1,0,0,0,89353,0
70,4,3,1,2,0,2,0,3,27280,0
54,4,3,1,3,0,0,1,1,23271,0
54,1,1,1,2,1,0,1,1,72059,1
49,5,3,0,2,0,2,0,0,12627,0
49,5,3,1,2,1,2,0,0,22390,0
48,1,5,0,3,1,0,1,1,58714,0
48,1,5,0,3,0,0,1,1,36190,0
50,3,3,1,2,0,1,0,0,44157,1
51,5,3,1,2,1,2,0,0,31434,1
51,5,3,1,2,0,2,0,0,28202,0
51,4,1,1,2,0,1,2,2,50503,1
51,4,1,1,2,0,2,2,2,64145,1
51,4,1,0,2,0,2,2,2,59867,1
53,4,3,0,2,0,1,0,0,24294,0
53,1,1,1,3,1,0,0,0,71064,0
53,2,5,1,2,1,0,0,0,104840,0
53,2,5,1,2,0,0,0,0,110222,1
70,4,3,1,2,0,2,0,3,31207,0
54,3,3,0,2,0,0,3,3,15409,1
54,4,3,1,2,1,0,1,1,21844,0
54,1,1,0,3,1,0,0,1,49009,0
49,5,3,0,2,1,2,0,0,23561,0
49,5,3,0,2,1,2,0,0,21761,0
42,5,3,1,3,1,2,0,0,21755,0
48,1,5,1,3,1,0,1,1,55370,0
50,5,3,1,2,1,2,0,0,18107,1
50,5,3,1,2,0,2,0,0,14261,0
50,3,3,0,2,0,1,0,0,29141,0
50,4,1,1,2,1,0,2,2,77777,1
51,5,3,1,3,1,2,0,0,22263,0
51,4,1,0,2,0,2,2,2,45084,1
51,4,1,0,2,0,2,2,2,33459,0
65,1,2,1,3,1,3,3,3,176880,0
66,3,4,0,2,0,4,4,4,137494,1
76,2,2,1,3,1,4,4,4,164309,1
68,3,4,1,3,0,2,1,3,113421,0
73,3,2,0,3,0,4,5,5,134131,0
75,5,4,0,3,1,4,5,5,139189,0
54,2,1,1,3,0,0,0,0,81502,0
56,1,5,0,3,1,1,1,1,33651,0
57,3,3,1,2,1,1,2,2,12206,0
57,3,3,1,2,1,2,2,2,17993,1
57,1,5,0,3,1,2,1,1,49750,0
91,1,5,1,3,1,1,0,1,69125,0
58,3,3,0,2,0,0,3,3,11516,1
59,5,3,1,2,1,2,2,3,10787,1
59,3,3,1,3,1,1,3,3,17186,1
59,3,3,0,2,0,1,3,3,11635,1
89,2,5,0,3,1,0,0,1,61621,0
56,2,5,1,2,1,0,0,0,122662,1
56,2,5,0,2,1,0,0,0,120263,1
59,4,1,0,2,1,0,2,2,61018,1
60,4,1,1,2,0,1,0,1,48478,1
60,4,1,0,2,0,1,0,1,39716,0
58,1,5,0,3,1,0,0,1,51678,0
43,4,1,0,3,1,2,3,3,39331,1
59,1,5,0,3,1,0,0,1,62283,0
59,1,5,0,3,1,0,0,1,56857,0
59,1,5,1,3,1,0,0,1,60525,0
60,4,1,1,2,0,1,0,1,54985,1
44,4,1,1,3,1,2,4,4,55091,1
48,5,3,0,2,1,2,0,0,22151,0
48,5,3,0,2,1,2,0,0,13316,0
47,1,5,0,3,1,0,1,1,35364,0
60,2,1,1,3,1,0,0,1,39869,0
61,1,3,0,3,1,0,0,1,39761,0
65,4,3,0,3,0,0,0,1,14934,0
66,4,3,1,3,1,0,0,2,16593,0
83,1,1,1,3,1,0,0,1,40927,0
81,1,1,0,3,1,0,0,1,38923,0
79,2,1,1,2,0,0,0,1,72295,0
61,2,1,1,3,0,0,0,3,76700,0
62,4,3,1,2,0,0,1,1,29801,1
62,4,3,1,3,0,0,1,1,22757,1
62,2,1,0,3,0,0,0,3,55408,0
63,4,3,1,2,1,1,0,2,31849,0
62,1,1,1,3,1,0,0,3,68296,1
63,2,1,0,3,1,0,0,3,58290,0
52,3,3,1,3,0,1,1,1,12815,1
52,3,3,1,2,0,0,2,2,18182,0
52,3,3,1,3,1,0,2,2,25924,0
52,4,3,1,2,0,1,0,0,19064,0
52,4,3,0,2,0,1,0,0,23711,0
65,3,4,1,2,0,4,3,3,167903,0
66,5,4,1,3,0,4,4,4,165322,0
66,3,4,0,2,0,2,4,4,131919,1
77,1,2,1,2,0,4,4,4,171278,1
77,4,4,1,3,0,4,4,4,160311,1
76,4,4,1,2,0,4,4,4,175599,1
68,3,4,0,3,0,4,4,4,127891,0
69,1,2,1,2,0,3,5,5,161668,1
70,4,4,0,3,1,2,5,5,140370,0
71,3,4,1,3,0,3,5,5,153373,1
71,3,4,1,3,1,3,5,5,147264,1
71,3,4,0,2,0,3,5,5,141706,1
71,1,2,1,2,0,3,5,5,169255,1
73,3,2,0,2,0,4,5,5,134285,1
73,3,2,0,2,0,4,5,5,130943,1
75,5,4,0,2,0,4,5,5,118637,1
54,2,1,0,3,1,0,0,0,75369,0
55,3,3,1,2,1,1,3,3,24857,1
55,4,3,1,2,0,1,1,1,18807,0
55,1,1,1,2,0,0,1,1,70958,1
55,1,1,0,2,0,0,1,1,39962,1
55,1,1,1,2,0,0,1,1,54641,0
56,3,3,0,2,0,1,1,1,27084,0
55,1,1,1,3,0,0,0,0,76715,1
58,5,3,1,3,1,1,2,5,26386,1
58,5,3,1,3,1,1,2,5,20438,1
89,1,5,1,3,1,1,0,1,68038,0
59,4,1,1,3,1,0,2,2,44556,1
44,3,3,0,2,0,1,0,0,17992,1
45,3,3,0,3,0,1,0,0,17906,0
45,3,3,1,2,1,1,0,0,28151,1
46,5,3,1,3,1,2,0,0,15283,0
59,1,5,0,3,1,0,0,1,49381,0
59,1,5,1,3,1,0,0,1,59155,0
45,4,1,1,2,0,1,0,0,49987,0
45,4,1,1,2,1,1,0,0,55710,0
45,4,1,1,2,0,1,0,0,45315,1
45,4,1,0,2,0,1,0,0,44096,0
45,4,1,0,2,1,1,0,0,52455,0
46,4,1,1,2,0,1,0,0,53981,0
46,4,1,0,2,0,1,0,0,53019,0
49,5,3,0,3,1,2,0,0,14860,0
60,2,3,0,3,0,0,0,1,38241,0
64,2,1,0,3,0,0,0,1,28022,0
67,4,3,0,3,1,0,0,2,27571,0
67,4,3,0,3,1,0,0,2,21635,0
83,1,1,1,2,0,0,0,1,33672,0
82,1,1,1,2,1,0,0,1,38715,0
81,1,1,1,3,1,0,0,1,62570,0
63,2,1,1,2,1,0,0,3,75621,1
52,4,3,1,2,0,1,0,0,27256,0
52,1,1,1,2,0,0,0,0,61807,0
53,4,3,1,2,0,1,0,0,17909,0
53,2,5,1,2,1,0,0,0,108259,0
53,2,5,0,3,1,0,0,0,93473,0
69,3,3,1,2,1,2,1,2,13507,1
54,3,3,1,2,0,1,2,2,19959,1
54,4,3,1,2,0,1,1,1,20869,0
48,1,5,0,3,1,0,1,1,40535,0
50,5,3,0,2,0,2,0,0,24055,0
49,1,5,1,3,1,1,1,1,59630,0
51,5,3,1,2,0,2,0,0,15686,1
51,4,1,0,2,0,2,2,2,47112,1
52,1,1,0,2,0,0,0,0,45364,0
52,1,1,0,2,0,0,0,0,23696,0
52,1,1,1,3,1,0,0,0,65586,0
52,2,1,1,3,1,0,0,0,71279,1
52,2,1,0,2,1,0,0,0,58995,1
52,2,1,0,3,0,0,0,0,57803,0
53,2,5,0,3,1,0,0,0,95869,0
53,2,5,1,3,1,0,0,0,112212,0
71,4,3,0,2,0,1,0,2,25165,0
49,4,1,1,2,0,1,0,0,55954,1
42,5,3,0,2,1,2,0,0,16113,0
43,4,1,0,2,0,1,0,0,41117,0
48,3,3,1,2,0,1,0,0,51910,0
48,1,5,0,3,1,0,1,1,39288,0
48,1,5,0,3,1,0,1,1,43548,0
48,1,5,0,3,1,0,1,1,56106,1
49,3,3,0,2,0,1,0,0,52891,0
50,5,3,0,3,1,2,0,0,28640,0
49,1,5,1,3,1,1,1,1,51860,0
51,5,3,1,2,0,2,0,0,18563,0
51,5,3,1,3,0,2,0,0,11535,0
51,5,3,0,2,0,2,0,0,20982,0
51,5,3,0,2,0,2,0,0,15223,0
51,4,1,0,2,1,2,2,2,50783,0
65,3,4,1,2,0,4,3,3,155711,1
65,3,4,1,3,1,4,3,3,159720,0
65,1,2,1,2,0,3,3,3,170778,1
65,1,2,0,2,0,3,3,4,140171,1
66,3,4,1,3,1,4,4,4,152719,1
66,3,4,0,2,0,4,3,3,125648,1
77,4,4,0,2,0,4,4,4,130831,1
77,4,4,0,2,0,4,4,4,131523,1
68,4,4,0,2,0,4,4,4,135668,1
68,3,4,1,3,1,1,5,5,154267,1
69,4,4,0,3,1,2,5,5,119550,1
71,4,4,1,3,0,3,5,5,158686,1
71,4,2,0,2,0,4,5,5,128756,1
72,1,2,0,2,0,4,5,5,150986,1
72,4,2,0,3,0,4,5,5,139173,1
73,4,2,0,3,1,4,5,5,136876,0
74,3,2,0,3,0,4,5,5,119019,1
75,3,2,1,3,0,4,5,5,148099,1
54,2,1,1,2,0,0,0,0,93767,1
54,2,1,0,3,0,0,0,0,60025,0
54,2,1,1,3,0,0,0,0,69080,0
54,1,4,1,2,0,0,0,0,71450,1
55,1,4,1,2,0,0,0,0,77393,0
55,1,4,1,2,0,0,0,0,66784,1
55,1,4,1,2,0,0,0,0,71186,1
55,1,4,1,2,1,0,0,0,60124,1
56,1,5,1,3,1,2,1,1,63554,0
58,3,3,0,3,1,0,3,3,15888,0
59,5,3,0,3,1,2,2,4,14844,0
90,4,3,1,2,1,1,0,2,33711,0
56,1,4,0,3,1,0,0,0,67724,0
57,1,5,1,3,1,0,0,1,56154,0
46,3,3,0,3,1,1,4,4,14153,0
59,1,5,0,3,1,0,0,1,58914,1
47,5,3,1,2,0,2,0,0,16411,0
47,1,5,0,3,0,0,1,1,55203,0
47,1,5,0,3,1,0,1,1,56127,0
47,1,5,1,3,1,0,1,1,51159,0
66,4,3,1,2,1,0,0,2,33305,0
66,1,1,0,3,1,0,0,1,29162,0
61,2,1,0,3,0,0,0,4,62297,0
61,2,1,0,3,0,0,0,3,65669,0
62,4,3,0,2,0,0,1,1,20048,0
63,4,3,1,3,0,1,0,2,22992,0
63,2,1,1,2,1,0,0,3,45986,0
62,2,1,0,2,1,0,0,3,60417,1

