Age,Gender,Income,Balance,Vintage,Transaction_Status,Product_Holdings,Credit_Card,Credit_Category,Is_Churn
59,2,4,458211.87,2,0,2,0,3,1
34,1,3,177588,3,1,2,0,1,0
30,1,4,1322492.85,3,1,1,1,2,0
32,1,3,614538.45,4,0,2,0,1,1
40,2,2,1390704.39,2,0,1,1,3,0
47,2,1,1450517.67,2,0,1,1,3,0
36,1,1,882324.09,3,0,2,1,3,0
41,1,3,936724.68,4,1,2,1,3,0
38,2,4,564514.83,3,1,2,1,3,0
43,2,2,308383.65,5,1,1,1,3,1
49,2,4,797316.48,1,0,2,1,2,0
39,2,3,1321690.86,4,0,1,0,1,0
40,1,1,256175.19,5,1,2,1,3,1
32,2,4,381364.29,2,0,2,0,1,0
29,2,4,1127324.97,0,1,1,1,1,0
42,2,3,865085.58,1,0,1,1,1,0
51,1,3,770930.28,3,1,2,1,2,1
41,1,4,812175.12,1,1,1,1,2,0
26,2,3,1614032.64,4,0,2,1,3,0
48,2,1,1274471.46,3,0,1,1,2,0
47,1,2,453036.96,4,0,2,1,2,0
37,1,2,1505204.55,0,1,1,1,1,0
38,1,3,170613,4,0,2,0,2,0
46,2,4,821237.94,4,0,2,0,3,1
41,2,1,1836394.47,1,0,1,0,1,0
48,1,2,554809.68,3,1,2,0,1,0
37,2,4,272888.55,4,0,2,1,1,1
46,1,3,874282.86,0,1,1,1,1,1
53,1,2,1160749.53,2,0,1,1,3,0
51,2,1,1080310.68,1,0,2,1,1,0
32,1,3,638934.75,2,1,2,0,1,0
32,2,1,2227496.67,4,1,2,0,3,0
56,1,2,19314,2,0,2,1,1,0
29,2,3,686668.59,3,1,2,1,1,0
49,1,2,145377,3,0,2,1,1,1
45,1,2,423723.06,2,0,2,0,1,0
36,2,3,906478.83,1,1,2,1,1,0
40,1,4,69543,3,0,1,1,3,0
41,1,4,1559767.77,3,1,1,1,2,0
29,2,2,497660.4,3,1,2,0,2,0
61,1,2,1104670.17,4,0,1,0,2,0
34,2,1,456329.25,4,0,2,0,2,0
36,2,4,178542,4,1,2,1,1,0
33,1,2,1135680.39,2,1,2,1,2,1
30,1,4,522866.97,2,0,2,0,3,0
42,2,3,886153.05,4,0,1,1,1,0
39,1,4,282056.58,2,0,1,1,2,0
39,1,3,1480572.9,2,1,1,1,2,0
49,2,1,1674080.73,1,1,1,1,1,1
40,2,2,470116.53,4,1,2,0,3,0
65,1,1,776168.1,2,0,2,0,1,0
24,1,3,1444581.27,2,0,1,1,1,0
51,1,2,2727,1,0,1,1,1,0
32,2,2,1915197.03,4,1,1,0,2,0
47,2,1,870405.66,0,1,2,1,2,0
39,1,3,66002.13,2,0,4,1,2,1
34,1,1,174363.84,4,1,4,0,2,0
45,1,1,1436116.14,0,1,1,1,3,0
34,1,1,2262582.81,1,1,1,0,3,0
49,2,4,455755.23,2,1,1,1,2,0
42,1,2,380114.1,0,1,2,1,2,0
33,1,3,350803.08,5,1,4,1,1,1
40,1,1,839217.24,2,0,2,1,2,0
58,1,1,1488574.53,0,1,1,1,2,0
38,1,4,459122.85,1,0,1,1,3,0
58,2,2,702222.3,3,1,2,0,3,0
59,1,1,1174965.66,5,0,1,1,1,0
45,2,3,1878180.75,1,1,1,1,1,0
33,1,1,577873.71,1,1,4,1,2,0
44,2,3,1039921.29,1,0,1,0,1,1
34,1,2,15516,4,0,2,1,2,0
53,2,4,126585,2,1,2,0,3,1
30,1,1,355934.88,2,1,1,1,1,0
33,2,2,163214.46,4,1,1,1,3,1
42,2,4,605933.55,3,1,2,1,2,1
39,2,2,130914,5,1,2,1,1,0
31,2,1,605246.67,5,0,2,0,3,0
34,2,2,989878.68,1,1,2,1,3,0
63,1,3,427784.58,3,0,2,0,1,1
45,1,4,91620,0,1,2,1,3,0
37,1,3,947693.7,2,1,1,1,2,0
43,2,3,131121,3,1,2,0,2,0
38,2,2,1460484.54,2,0,2,1,2,1
35,1,4,1555901.28,4,1,1,0,1,0
39,1,3,77019.03,3,0,2,1,1,1
29,2,3,372088.53,3,1,1,1,1,0
52,2,3,267313.41,4,0,2,1,3,0
45,2,2,159417,2,0,2,1,1,1
53,1,2,1346784.66,0,0,1,1,1,1
36,1,1,328029.3,1,1,2,0,1,1
46,1,2,39834,4,0,2,0,3,0
29,1,1,246010.95,0,1,1,1,3,0
28,1,2,115722,4,1,2,0,2,0
36,2,3,1232884.44,1,0,2,1,3,0
36,2,4,125784,2,1,2,1,2,0
31,2,1,364458.06,1,0,2,0,3,0
44,2,4,469075.41,3,0,2,0,2,0
28,2,2,178755.21,1,1,2,0,1,1
39,2,2,787207.68,3,0,2,1,1,0
40,1,3,21879,3,1,2,0,1,0
62,1,3,589009.95,5,0,1,1,2,1
44,2,1,454708.8,3,1,2,1,2,0
42,2,3,355098.87,2,0,2,0,2,0
35,2,3,1289791.26,4,1,1,1,1,0
42,2,1,259176.51,5,1,4,1,1,0
29,1,4,907069.95,2,1,1,1,1,0
26,2,2,1666201.41,4,0,1,1,1,0
47,2,3,127638,5,0,2,1,2,0
50,2,3,2049647.58,0,1,1,1,3,1
42,2,4,408680.82,2,0,1,1,1,0
28,2,1,366056.64,1,1,1,1,1,0
37,2,2,285002.82,1,1,2,1,2,1
23,1,3,1354683.96,1,0,2,1,1,0
42,1,3,52254,5,1,2,1,1,1
48,2,2,421418.16,0,1,2,1,2,0
58,2,3,760351.14,2,0,2,1,3,1
36,2,2,890591.04,2,1,1,1,1,0
33,1,1,809900.28,4,0,2,1,1,1
46,1,2,456271.11,2,1,1,1,3,0
44,2,3,1950818.13,1,1,1,1,1,0
40,2,1,1241363.52,3,0,2,1,3,0
57,2,2,1603736.37,5,0,1,1,2,0
44,2,3,272036.97,1,1,2,1,1,0
30,1,1,158103,3,1,2,1,3,0
59,1,1,1545854.31,2,0,1,1,2,0
43,2,2,784359.81,3,1,2,1,1,0
33,2,3,716868.36,3,0,1,1,2,0
35,2,3,602422.11,4,0,2,1,3,0
38,1,4,1046945.34,5,0,2,1,2,0
38,2,3,827800.47,1,1,2,1,2,0
29,1,4,420221.7,3,1,1,1,1,0
53,2,3,66195,1,0,2,1,1,0
29,1,4,1111004.37,0,1,1,1,1,0
65,1,3,1649580.39,3,1,1,1,1,1
27,2,3,881705.07,2,1,2,1,1,0
60,1,2,794612.7,2,1,1,1,2,0
41,2,1,1076376.96,1,1,1,0,1,0
35,1,1,1559507.67,1,1,1,1,1,0
63,2,1,464281.47,2,1,1,1,1,0
27,1,1,509616,4,1,2,1,1,1
42,1,1,889293.6,3,0,1,0,2,0
62,2,2,687791.34,2,1,1,1,1,0
32,2,4,1405069.56,3,1,1,1,1,0
30,2,4,1102075.29,2,1,1,1,2,0
57,2,3,781568.37,5,0,2,1,3,1
30,2,4,637723.08,0,1,2,1,2,0
63,2,2,688646.34,0,1,1,1,3,0
48,2,2,1231035.12,1,1,1,1,1,0
45,1,2,547337.16,0,0,1,0,3,1
38,2,3,791532.99,0,0,2,0,2,0
33,2,1,149985,2,0,2,1,2,1
62,1,3,45432,1,1,2,1,1,0
40,2,3,431635.5,4,1,2,1,2,1
39,2,1,1033278.84,5,0,2,1,1,0
48,2,1,701465.94,4,0,2,1,2,0
38,2,2,916556.94,1,1,2,1,1,0
54,2,4,1677816.27,0,1,1,1,1,1
46,1,4,909022.5,1,1,2,1,3,0
24,2,4,727762.32,1,0,2,1,1,1
37,2,1,431819.73,0,0,1,0,2,0
25,2,1,1590184.08,0,0,1,1,2,0
57,1,2,187987.68,2,0,2,1,2,0
38,2,3,892743.84,0,1,2,0,1,1
56,1,3,605001.96,4,1,1,1,1,0
33,1,1,320793.03,3,0,1,1,3,0
61,2,4,925963.65,1,1,1,0,3,0
38,2,3,1120466.16,0,1,1,1,2,0
51,2,4,1937106.36,4,0,1,1,3,1
41,1,3,665554.77,1,1,2,1,2,0
51,2,2,17928,5,0,2,0,1,0
44,2,3,792366.12,1,0,1,1,1,1
39,1,1,929805.57,0,1,1,1,1,0
33,2,4,763794.54,4,1,1,0,2,1
45,2,2,1681232.94,2,1,1,1,3,0
53,2,3,313988.4,3,1,2,0,3,0
37,2,2,282282.39,3,0,1,1,2,1
28,2,2,738619.83,1,1,4,1,3,0
45,1,2,346782.51,3,0,2,1,1,0
27,1,2,1056220.38,4,1,1,1,1,0
34,2,2,1144588.05,2,1,2,1,2,1
31,1,1,18423,0,0,2,1,1,0
51,2,4,967890.96,4,1,2,1,2,0
43,1,3,1475066.79,2,1,1,1,1,1
41,2,2,530145.27,0,0,2,0,3,0
31,2,3,602438.85,1,1,1,1,1,1
33,2,1,1331340.12,0,1,2,0,1,0
51,1,2,105642,4,0,2,1,1,0
66,1,2,706120.47,2,0,1,1,3,0
45,1,2,155610,1,1,2,0,2,0
39,2,4,2429928.81,3,0,1,0,2,0
32,1,3,1845351.72,1,0,1,1,1,0
47,2,2,870839.37,2,1,1,1,1,0
41,2,1,457544.43,3,0,2,1,1,0
35,1,1,2348573.49,4,0,1,0,3,0
61,1,3,1139957.1,2,1,2,1,3,1
34,1,1,1306074.33,1,1,2,1,3,0
44,2,2,11511,0,1,2,1,1,0
44,1,4,912694.32,1,1,2,1,3,0
33,2,2,1018298.07,3,0,1,1,2,0
35,1,2,1697606.19,1,1,2,0,1,0
53,2,4,61578,0,1,2,1,3,1
35,2,2,734230.53,2,0,1,1,1,0
36,1,2,476905.86,1,0,1,0,1,0
33,1,4,1131397.11,2,1,1,1,1,1
29,1,1,1541868.39,4,1,2,1,1,1
30,2,4,94707,0,1,2,1,2,0
35,1,2,270553.23,2,0,1,1,1,0
40,2,2,1940807.97,0,0,2,1,1,0
46,2,1,982638.54,1,0,2,1,1,0
33,1,2,160209,5,0,2,1,2,0
41,1,2,264040.29,1,0,2,1,1,0
27,1,2,272287.35,4,1,1,1,1,0
34,1,1,1254780.72,3,1,1,1,1,0
51,2,1,1190680.29,4,1,2,1,2,1
49,2,2,2520,2,0,2,1,2,0
53,2,3,571571.28,1,1,2,1,2,0
53,2,1,2421909.81,4,1,1,0,2,0
41,2,1,138285,0,1,2,1,1,0
52,2,3,1326060.45,4,1,1,1,1,0
53,2,3,909286.38,2,1,2,1,2,0
31,1,3,916302.33,4,1,2,0,2,0
53,1,3,868024.26,1,0,1,0,3,0
39,2,1,2104180.92,3,0,1,0,1,0
31,2,2,465667.02,1,1,1,0,1,0
25,1,4,726913.71,0,1,1,0,3,0
52,2,2,106947,3,0,1,1,2,0
40,2,4,790007.04,3,1,1,1,1,0
34,2,2,1675276.74,3,1,1,1,1,1
36,1,3,1365877.26,2,0,2,1,1,1
60,2,3,147830.94,2,0,1,1,2,0
40,1,4,1405128.33,0,1,1,1,1,0
28,1,1,1929850.83,5,0,1,0,1,0
51,1,4,418630.68,5,1,1,1,2,1
36,2,2,1112610.69,2,0,4,1,2,1
54,2,2,746543.34,4,1,1,0,2,0
30,1,2,1497532.14,3,1,2,1,1,0
36,1,1,690891.12,3,1,1,1,2,0
37,1,4,1216025.64,4,1,2,1,2,0
45,2,2,320757.75,2,0,2,1,1,0
48,1,3,233573.04,2,1,1,1,2,0
35,2,4,1251287.19,1,0,1,1,3,1
34,1,4,2392389.81,2,1,1,1,2,0
59,1,1,750648.78,4,1,2,1,2,1
38,2,1,869063.49,5,1,1,1,2,1
42,1,3,1163770.56,3,1,1,1,1,0
39,2,2,704691.72,1,1,1,0,1,0
47,2,3,307453.5,4,0,1,0,1,1
30,2,3,189363.78,3,1,2,1,3,0
40,1,4,143181,4,1,2,1,2,0
36,1,1,478464.21,2,1,1,0,1,0
41,1,1,480748.41,3,0,1,1,1,0
33,2,1,1466231.13,5,0,1,1,2,1
27,2,1,1152124.74,1,0,2,0,2,0
39,2,1,1773239.94,1,0,1,1,1,1
36,2,1,532421.46,1,0,2,1,1,1
50,2,4,1016715.87,1,0,1,1,1,1
39,2,2,1193029.56,1,0,1,1,2,0
49,1,1,694909.89,1,0,1,0,2,0
28,2,4,1172734.2,2,0,2,0,2,0
51,2,4,576696.42,4,0,1,0,1,0
40,2,3,95328,4,1,1,0,1,0
47,2,1,1014869.25,0,0,1,1,3,0
29,2,2,1306743.84,1,0,1,0,2,1
50,1,2,376814.88,5,0,1,0,1,0
55,2,1,1072329.93,2,1,1,1,1,0
48,2,3,1570861.35,0,0,1,1,1,1
49,2,3,1090270.53,2,0,2,1,1,0
40,2,2,694188.18,1,1,1,1,1,0
49,1,4,580963.23,4,1,2,1,2,0
45,1,3,1792772.55,4,1,2,1,1,0
34,2,4,537261.93,4,1,2,0,1,0
52,2,2,574597.26,3,1,2,1,1,0
55,2,2,255561.21,1,1,1,1,1,0
37,2,3,867545.19,5,0,2,1,2,0
40,2,3,899586.63,5,0,1,0,1,1
35,2,1,1639410.39,4,1,1,1,1,0
36,1,3,161494.56,5,0,1,0,1,0
33,2,4,1019585.7,3,1,2,1,1,0
35,2,4,603855,2,0,2,1,2,0
33,1,2,306716.94,1,0,4,1,2,0
60,2,3,100296,4,1,2,1,1,0
36,1,1,1476415.71,4,0,2,1,1,0
62,1,2,268480.62,3,1,2,1,3,1
48,2,2,115263,4,1,1,1,2,0
47,2,3,1122924.33,1,0,1,1,1,0
36,2,3,893326.41,3,1,2,1,1,0
43,1,2,926134.65,2,1,1,1,3,0
36,1,1,1021851.63,3,1,1,1,3,0
52,1,2,923356.71,4,1,1,1,2,0
50,2,2,160539.03,1,0,1,0,2,0
43,1,3,417957.21,2,1,1,1,2,0
52,1,2,402583.32,2,1,2,1,2,1
33,1,2,410622.21,4,0,1,1,3,1
24,1,4,1360328.94,2,0,2,0,3,0
36,1,3,1234668.24,3,0,1,0,1,0
30,1,3,1736094.33,0,1,1,1,3,0
62,1,1,88897.95,5,0,1,1,2,0
47,2,4,1598127.03,3,0,2,1,2,0
30,1,3,937302.48,3,0,2,0,1,1
56,1,3,428792.94,4,1,2,1,2,0
33,2,4,1455736.68,4,0,1,0,2,0
35,1,1,780355.08,3,0,1,0,1,0
33,2,3,660372.03,0,0,1,1,2,0
39,1,1,1015369.2,3,1,1,1,3,0
38,1,4,499832.46,4,0,2,1,1,0
59,1,4,44235,4,0,1,0,1,0
26,2,1,219714.3,1,1,1,0,3,0
34,1,1,388687.41,1,0,2,1,1,0
33,2,2,1415195.64,2,0,1,1,3,0
66,2,3,302368.68,0,1,1,1,2,0
27,1,2,168264,2,0,4,1,1,0
51,2,3,1452453.48,3,1,4,0,1,0
51,2,4,913514.04,3,0,4,1,1,0
39,2,2,354942.72,3,1,1,0,1,0
36,2,2,1472244.12,5,1,2,1,3,0
35,2,2,1915452.18,0,0,1,1,1,0
39,2,2,1562292.81,4,0,2,1,1,0
52,2,3,196197.48,1,1,2,1,1,0
39,2,4,1285896.78,4,1,1,0,1,0
39,1,2,425552.76,2,0,1,1,2,0
33,1,4,23040,2,1,2,1,3,0
49,1,4,1152212.31,0,0,2,1,2,1
42,1,3,67968.54,3,0,2,1,1,1
32,2,2,864059.85,3,1,1,1,1,0
56,1,3,1416866.49,3,1,1,0,1,0
45,1,3,287441.64,4,1,1,1,1,0
50,1,3,1078649.37,2,1,1,1,3,0
30,2,3,1226429.82,0,1,2,0,1,0
40,1,1,217706.76,1,0,1,0,1,0
49,2,3,314151.39,2,1,1,1,2,0
39,2,3,674073,0,0,1,0,1,0
33,2,3,410179.59,3,0,1,1,3,1
44,1,4,439462.26,2,0,2,1,3,0
30,2,2,804092.94,1,0,2,1,1,0
32,1,4,1217275.38,4,1,2,0,2,0
44,2,2,733163.76,4,0,2,0,1,0
56,2,1,1288262.25,1,0,2,0,2,1
31,2,2,1020977.01,0,1,2,1,1,0
25,2,4,1671563.79,2,1,1,0,1,0
53,1,3,656116.74,2,0,1,1,3,1
55,2,3,1476632.43,1,1,1,1,3,0
40,2,2,1748215.08,0,1,1,1,1,0
41,1,1,219762.99,0,0,2,1,3,1
37,2,1,696843.72,1,1,2,1,1,0
61,1,3,1324761.12,2,1,2,1,1,1
29,2,3,375108.48,0,1,1,1,1,0
26,1,4,116109,3,1,4,1,1,0
44,2,3,1359683.82,3,1,2,1,2,1
47,1,3,595734.21,3,1,2,0,2,0
53,2,2,441610.38,0,0,2,1,2,1
30,2,4,1484905.23,2,1,1,0,3,0
31,1,2,550062.45,5,0,1,1,1,0
48,1,4,713649.06,0,1,2,0,3,0
40,2,2,284204.34,1,1,1,0,2,0
61,2,1,796837.86,4,1,1,1,2,1
44,1,1,110034,5,1,2,1,1,0
39,1,4,580787.37,2,1,1,0,1,0
30,2,3,986685.66,3,0,2,0,1,1
39,2,3,945220.5,3,0,2,0,2,0
26,1,4,102645,0,1,2,0,1,0
45,2,3,970042.23,0,0,2,0,3,0
29,1,1,273324.87,3,0,2,1,1,0
38,1,4,201974.85,0,1,1,1,2,0
67,2,3,1669569.12,1,1,1,1,2,0
37,1,4,1463610.51,2,0,4,1,3,0
53,1,4,820970.1,4,1,2,1,3,0
45,2,1,779076.99,5,0,2,0,2,0
37,2,1,831781.08,1,1,1,1,1,0
44,2,4,485580.15,1,1,2,1,2,1
39,1,4,116235,2,0,4,0,3,0
42,1,4,732745.53,4,0,2,1,1,1
28,2,2,1694180.07,4,0,1,0,1,1
35,1,2,110025,4,1,1,1,1,0
31,1,2,888965.19,0,1,2,1,3,0
46,2,1,473476.59,0,0,1,1,1,0
42,2,4,189919.98,2,1,2,0,1,0
50,2,1,108432,3,1,2,1,1,1
46,2,3,164340,2,0,2,1,1,0
47,2,4,672806.07,1,1,1,0,1,0
58,1,4,22572,4,0,2,0,3,0
40,2,1,58824,4,0,2,0,2,0
36,2,2,834724.89,4,1,1,0,1,0
40,1,3,1650322.89,4,0,1,0,1,0
45,1,2,489463.56,2,0,2,1,1,0
31,1,4,403513.29,2,0,1,1,1,0
39,1,1,722828.43,3,1,2,0,3,0
37,1,1,583111.62,1,0,4,1,1,0
51,2,3,1077876.36,2,0,1,0,1,1
52,1,2,1253919.51,1,1,1,0,2,0
55,1,1,185958,0,0,2,1,2,0
29,1,1,1299405.69,3,1,1,0,1,0
51,1,4,1417820.85,3,1,1,1,1,0
31,1,4,1206335.16,2,0,1,1,2,0
40,2,4,949893.39,4,1,2,1,3,0
45,2,2,969124.05,2,1,2,1,3,0
58,1,2,833792.04,1,0,1,1,3,0
65,1,3,1214387.55,2,0,1,1,1,0
42,1,4,138825,2,0,2,0,2,1
33,1,1,17577,4,1,2,1,3,0
33,2,4,712266.75,2,1,2,1,3,0
38,2,4,130221,1,0,1,0,1,0
53,1,2,863764.29,0,0,2,1,2,1
32,2,4,545196.69,1,1,2,0,1,1
45,1,3,872852.22,1,1,2,0,3,0
34,2,3,1534815.81,5,0,2,1,2,0
44,1,2,65295,0,0,4,1,1,0
37,1,2,3105,3,0,2,1,1,1
31,1,1,103331.61,3,0,4,0,2,0
43,1,4,1733096.25,3,0,1,0,1,0
42,2,4,1136594.97,1,0,1,0,1,0
35,1,1,872262.54,4,0,2,0,2,0
25,2,1,380986.65,1,0,2,1,1,0
42,2,4,1055014.11,4,0,1,1,3,0
50,2,1,871947.99,1,1,2,0,1,0
28,2,1,1087837.65,3,1,2,1,3,0
44,1,3,1793149.29,0,0,2,1,1,0
44,1,3,339634.53,2,0,2,0,3,1
50,2,2,1767979.62,2,1,2,1,1,0
34,2,4,1867605.39,1,0,1,1,3,0
39,1,1,1875491.37,1,0,1,1,2,0
33,2,2,420850.08,3,0,2,0,1,0
31,1,2,179676,2,1,2,1,1,0
32,1,4,892883.43,2,0,1,1,2,0
33,1,2,391141.98,0,1,1,1,2,0
33,2,2,569951.55,1,0,1,1,1,1
41,2,2,402470.73,1,1,2,1,2,0
31,1,2,810212.13,5,0,1,1,1,0
58,1,2,86047.83,4,0,2,0,1,1
60,1,2,927834.66,3,1,2,1,1,0
29,2,1,926384.85,0,1,2,1,2,0
30,1,2,868245.12,2,1,2,0,1,1
50,2,1,631856.7,1,0,2,1,2,0
43,1,3,255846.87,5,0,2,1,2,0
32,2,2,50949,3,1,2,0,1,0
40,1,1,1469077.29,3,0,1,1,2,1
39,1,3,62559.36,4,1,2,1,1,0
60,2,4,348762.42,4,1,2,1,1,1
52,2,1,1465654.14,5,1,1,1,1,0
36,2,1,611555.94,1,0,1,0,1,1
34,1,3,2059525.53,0,1,1,1,1,0
36,1,2,221965.2,4,1,2,1,1,0
34,1,3,565804.89,0,0,1,0,3,0
30,2,2,413532,4,1,1,0,1,0
43,2,3,683335.35,1,1,1,0,3,0
34,2,1,283448.97,2,0,1,1,1,0
36,1,3,996865.02,3,0,2,0,1,0
53,2,2,152906.58,3,1,1,1,3,1
42,2,1,946525.95,0,1,1,1,3,0
27,2,3,1112677.02,0,0,1,1,2,0
45,2,4,1009506.24,0,0,2,0,1,0
40,2,2,1400964.39,2,1,1,1,1,1
31,2,1,765880.65,3,1,2,1,2,0
40,2,3,506331.27,1,0,4,1,1,0
30,2,3,1784986.2,4,1,1,1,1,0
39,2,1,253436.4,0,0,1,1,1,1
38,1,1,829453.23,1,1,1,0,3,0
39,2,2,838421.73,4,0,1,1,2,0
30,2,2,712841.94,2,1,4,0,2,0
36,2,4,1110737.61,3,0,2,1,3,0
44,1,3,788868.63,0,1,1,0,1,1
44,1,1,575820.72,2,1,1,0,2,0
31,2,4,749223.09,3,0,1,0,1,0
32,1,2,908451.81,4,0,1,1,2,1
44,1,1,783070.2,3,1,2,1,1,0
36,1,1,358191.54,1,1,2,1,1,1
28,2,1,748752.75,2,1,1,0,2,1
48,1,4,537591.96,3,0,4,1,1,1
48,1,4,1036357.74,1,0,2,1,1,1
39,2,3,1764469.8,3,1,1,1,1,0
24,1,4,951585.3,2,1,1,1,2,0
56,2,4,645707.7,2,1,2,1,1,0
50,2,2,796241.52,0,0,1,1,1,0
54,2,2,130023,1,1,2,0,1,0
46,2,4,1340558.01,5,0,2,1,1,0
54,2,1,349247.61,1,0,2,0,3,0
44,2,1,782954.46,4,0,1,0,1,0
43,2,2,939379.05,3,0,1,1,3,1
52,1,3,1257080.13,3,1,2,1,2,1
42,2,2,298336.14,4,1,2,1,2,0
49,2,2,465861.42,4,1,2,1,2,0
33,1,1,21006,4,0,1,1,3,0
54,1,1,1664282.07,5,0,1,1,2,0
52,2,3,1985032.17,2,0,1,1,3,0
50,2,3,315566.1,5,1,1,0,1,1
46,1,3,321467.31,0,1,1,0,2,0
53,1,4,1133750.88,4,1,2,1,2,0
33,1,1,65763,2,0,2,0,1,0
38,2,3,1215333.36,1,1,2,1,3,1
34,2,1,1511135.64,4,1,1,1,2,0
39,2,4,690923.43,3,0,1,1,3,0
50,1,2,1010458.08,0,0,1,1,1,1
27,1,2,775099.62,1,0,2,1,1,1
48,1,3,973528.29,2,1,1,0,1,0
46,2,2,764377.02,4,1,1,1,3,0
40,1,2,513744.75,2,1,1,1,1,0
35,2,4,606312.09,3,0,2,1,1,0
47,1,2,526427.37,1,1,1,1,1,0
28,1,3,517406.49,1,0,2,1,1,0
54,2,1,47349,0,0,2,0,2,0
45,1,4,842864.49,2,0,1,1,1,1
44,1,4,669889.44,3,0,2,1,1,0
44,2,3,252040.59,2,0,2,1,1,0
43,2,2,377524.17,0,1,1,0,3,0
36,2,2,1385559.72,3,0,1,1,2,0
50,1,3,1289985.48,4,1,1,1,1,0
45,1,2,26658,5,0,2,0,3,0
42,1,3,171189,3,0,2,1,1,0
46,1,3,512768.07,2,1,2,1,1,0
43,2,4,633098.88,4,1,2,1,2,0
28,1,1,463685.58,3,1,2,0,1,0
28,1,1,388173.06,4,0,2,0,2,1
30,2,1,1239340.14,1,0,1,0,2,1
31,1,2,851342.22,0,1,1,0,1,0
48,1,3,114930,3,1,2,1,3,0
51,2,2,1676702.16,3,0,1,1,1,0
65,2,3,935659.71,3,1,1,0,1,1
29,2,2,1437332.22,4,1,1,0,2,0
36,1,1,520853.31,1,0,2,0,1,0
45,1,2,1516504.77,1,1,1,1,1,1
41,2,4,1518904.35,1,1,1,1,3,0
45,1,3,300087.99,3,0,1,1,1,1
41,1,2,36585,4,0,2,1,3,0
52,1,2,686302.11,3,1,2,1,3,0
48,1,4,167859,4,0,4,0,2,0
31,2,2,1014049.71,0,0,2,1,1,0
43,1,3,974790.63,1,0,1,0,2,0
40,1,2,803571.39,1,1,4,1,2,0
26,2,3,160254,2,0,2,1,2,0
57,1,2,878546.97,4,1,2,1,1,0
45,1,1,496435.95,4,1,1,0,1,0
32,2,4,1502969.04,1,1,1,1,1,0
40,2,3,565291.17,5,0,4,1,2,0
31,2,1,173261.34,3,1,1,1,1,0
39,2,2,1126223.91,2,0,1,0,1,0
39,1,3,965287.89,2,1,2,1,2,0
45,2,2,189315.27,5,0,4,0,2,0
40,1,3,129806.01,2,1,2,0,3,0
46,2,1,164373.3,2,1,1,1,1,0
29,1,1,21735,3,0,2,1,2,0
28,1,3,1140371.37,3,0,2,0,3,0
32,1,2,200557.44,3,1,1,1,1,0
26,1,4,897066.09,3,1,2,1,2,0
44,2,3,421067.7,4,1,2,1,3,0
43,2,2,569564.82,2,1,2,0,2,0
66,2,1,1026542.52,1,0,2,1,1,1
40,1,3,34965,2,0,4,1,2,0
30,2,3,188149.41,1,0,2,1,1,1
30,2,3,81612,5,1,2,1,2,0
39,1,3,662809.23,4,0,2,1,1,1
35,2,4,148001.58,2,0,4,1,1,0
52,1,2,705291.93,0,1,1,1,1,0
60,1,3,1018221.57,3,0,1,1,1,0
49,1,1,402087.15,2,1,2,1,3,0
44,2,2,149081.49,2,0,2,0,3,0
43,2,3,436088.79,2,0,1,0,1,1
32,1,3,772916.13,2,1,2,1,1,0
39,2,2,1234562.67,1,0,1,1,2,0
26,1,3,25551,1,1,1,1,2,0
27,2,3,819,0,1,2,1,2,0
42,1,4,1117974.6,3,1,1,1,1,1
33,2,2,913124.79,5,1,1,1,2,1
29,1,3,1699312.5,0,1,2,1,2,0
55,1,2,442112.94,3,0,2,1,1,0
39,1,3,964139.13,3,1,2,1,3,0
39,2,1,932007.15,1,1,2,0,1,0
32,2,2,881475.48,0,1,1,1,3,0
30,2,3,1049925.78,3,1,1,1,2,0
35,2,1,591982.83,4,0,2,0,3,0
44,2,2,795210.12,1,1,2,0,3,0
45,2,3,1176716.07,0,1,1,1,2,0
37,1,3,1458846.27,1,1,1,1,3,0
51,1,2,981843.39,0,0,1,0,2,0
43,2,3,1814578.56,3,1,1,0,1,1
46,1,3,877217.22,0,1,1,0,1,0
60,2,3,865829.88,2,0,4,0,2,0
63,2,2,624520.44,4,1,2,0,1,0
49,1,1,66186,4,0,1,0,3,1
48,1,1,1424188.53,4,1,1,1,1,0
35,2,2,156933,5,1,1,0,2,0
35,2,1,1483613.82,1,0,1,0,1,0
53,2,2,27783,3,0,2,1,2,0
39,2,4,523269.09,1,0,1,1,2,1
31,1,3,1795074.21,4,0,1,1,1,1
39,2,4,246540.33,0,1,2,1,2,0
55,1,4,478325.25,3,1,2,0,1,0
35,1,1,866352.06,2,0,1,1,2,1
28,1,3,551008.44,4,1,4,1,2,0
34,2,1,1412702.1,5,1,1,1,1,0
46,1,2,819363.06,5,0,1,1,1,0
55,2,3,916495.56,3,0,2,1,1,0
27,2,3,1028721.6,2,1,2,0,3,0
44,2,3,1276666.38,2,0,1,0,1,0
40,2,4,1157433.3,4,1,1,1,3,0
31,2,3,601297.56,1,0,2,1,1,0
27,2,1,80901,4,0,2,1,2,0
33,1,3,604417.95,3,1,4,0,2,0
39,1,2,24714,1,1,2,0,2,0
39,2,3,921621.69,1,0,4,1,2,1
45,1,4,1558133.01,3,0,1,1,2,1
41,1,1,1575233.73,2,1,1,0,1,0
44,2,3,345339.81,1,1,2,1,1,1
60,2,1,579872.25,2,0,2,1,3,0
36,1,4,43488,2,0,2,1,1,0
25,2,3,333574.47,2,0,1,0,2,1
41,1,2,986889.78,1,1,1,0,3,0
